0,1,2,3,4,5,6,7,8,9,10,11,12
AMTD,8.908289241622574,8985934650.0,0.0402851805738427,1.588679245283019,9.536223277909738,1.7006632350029698,0.6103204856937169,1.1569061793345332,9999,5.322906355177192,15.15,0
AMWD,17.434150084795267,1156667431.0,9999,3.576935669308725,18.73111685370298,3.84303219108067,9999,3.2737425931342283,2.8478112508530757,1.1552672913973094,67.0,0
AMZN,40.02098689346402,75799570000.0,9999,4.868583162217659,34.5213369886124,4.199546614065335,9999,1.044846631367537,0.7832755157933176,2.7728804770547058,168.07,0
AN,25.320080704674844,3152412000.0,9999,4.237204724409449,4.333045296167247,0.7251161721854305,9999,0.8088245385301586,0.20495093666369313,2.7381292472839025,18.36,0
ANDE,27.84144366197183,1454556000.0,0.011936288461908652,0.4005112615724748,128.78539244436777,1.8526338154817839,0.6156737588652482,1.323027947825391,0.46935516944744526,1.8403901873916304,51.58,1
ANDV,52.09705085050375,12756514129.9,0.019519439046155156,6.194092827004219,16.730456403269756,1.989172099153439,2.0227994683530586,2.0861001688238603,1.3432751828925156,1.708133382551987,103.63,0
ANET,15.154722850321264,20430742592.16,9999,2.475525509381216,110.94210055975113,18.122403340037188,9999,3.320892258346698,2.806283497224477,9999,274.64,1
ANF,20.509770064051477,9999,9999,0.7259775010156765,116.20194824492,4.113161665710826,9999,2.397278765978813,1.4490571162821326,1.1608223639473527,84.36,1
ANGI,9999,9999,9999,9999,9999,9999,9999,0.9432947019867549,9999,0.36175833645135325,8.87,0
ANIK,15.194141989278375,633535650.0,9999,2.1742935399826306,19.882320029495805,2.8451754650249352,9999,19.370382998067964,17.553926582566202,9999,43.23,0
ANSS,26.02395346064121,10931592207.36,9999,3.025087973032991,42.26653939978015,4.913165872102264,9999,2.1691726952327954,9999,9999,127.86,0
AOBC,4.372235384883229,9999,9999,1.2729550340062084,2.3095866872432365,0.6724249133898174,9999,2.7182116288175413,2.0836759331767163,1.6236810302258493,2.94,0
AON,22.137057421318048,15278536000.0,0.022580697522328056,5.207012308839985,9.101188395415473,2.140754260968908,1.0700992555831266,1.0521008403361345,9999,3.4372740419378163,47.39,0
AOS,10.004332635946026,9999,9999,1.8464554389508105,3.32529010474732,0.6137340913614465,9999,2.0402298850574714,1.712251828631139,1.2396225169933346,6.14,0
AOSL,10.137737506822498,218685960.0,9999,-0.1295059489583794,-64.16693647540984,0.8197095253657469,9999,2.7048071387449624,1.7139032815198618,9999,8.31,0
APA,20.157891019332467,9033371849.79,0.04195554066655749,-3.70712401055409,-6.482113879003559,1.1920889926904545,1.0081916422173764,1.7585458491589798,1.5002712967986978,1.5347050397187134,24.03,0
APC,28.32273775942749,9999,9999,-5.563405797101449,-7.720091175512863,1.5164494465477192,9999,1.5823317307692308,9999,1.3258695231335098,42.95,0
APD,33.08899082568807,28235234083.65,0.025542554308682734,2.8791058394160585,46.03859927111393,4.005864086283861,3.385665573615897,1.3150071578690872,1.2373366635192349,1.14051626140239,132.55,0
APH,12.193328822850775,15009842392.32,0.011505783704188956,2.60824088748019,18.311192125410134,3.9168959267707018,0.5495162297120645,2.1961839530332683,1.6281188845401173,1.672450377373694,47.76,0
APOG,14.181425113909283,9999,9999,2.2482882014933074,5.622055033515963,0.8913067550314504,9999,1.8986982822286491,1.54135448554242,0.89693373872155,12.64,0
APPF,2.052665259849712,3250273790.52,9999,-0.246033632420227,-388.483473010506,46.563851334921495,9999,1.5083563503581292,9999,9999,95.58,1
APPS,1.148013506569866,9999,9999,-0.42209874870126934,-50.34366973458904,18.51023518311434,9999,0.760436505893859,9999,0.3591301916835823,21.25,1
APRN,4.846817724991173,354773954.25,9999,-12.278239043797964,-2.26009608552272,5.725406147814346,9999,1.203594275654099,0.8298122679495895,3.7814182758788983,27.75,0
APTI,1.771989770849347,1331693744.36,9999,-0.8203254991680532,-36.01009602890375,16.670525127151798,9999,1.2268633887294413,9999,1.9956684551754975,29.54,1
APTV,10.393477810173145,8947945342.6,0.035427127442408966,4.627788822619837,5.89050214797136,2.622798691436844,0.9657434940800685,1.3064127290260366,1.099324975891996,3.3919652551574377,27.26,0
APU,10.96359228825663,3923317804.25,9999,9999,9999,3.8536639168217706,9999,0.5853429743990619,0.4513939043767153,2.6194647025291182,42.25,0
APVO,46.121779642129084,43043939.54,9999,-77.70808332734241,-0.1720541728417026,0.28988473783408436,9999,3.6540114613180514,3.6304236594351207,1.272525012045461,13.37,0
ARA,8.773749138885073,573837049.5,0.05269962967073983,-0.26097991138209153,-71.23153618051097,2.1188205527337804,0.9796861155790534,1.3679693087977112,1.337564210936992,2.653491674757633,18.59,1
ARAY,0.7123185317498434,403250726.84,9999,-0.3193628770708373,-21.57420443851945,9.672638985082132,9999,1.720548779327536,1.1687867486156833,8.920415688903788,6.89,1
ARCB,23.366950307857635,924844248.0,0.008993946838062618,0.6973918397676816,51.62090799914218,1.5406375040689084,0.3237820861702543,1.2395961380702971,9999,1.1194748395389404,36.0,1
ARCI,1.7517615428417255,4813625.29,9999,-0.6665536531615528,-3.765638351983723,1.432843419960146,9999,1.0951392608462776,0.5349825923942153,3.0958983726336764,2.51,0
ARCW,2.43751110869845,9274050.0,9999,-0.12767683393233117,-9.398729299913569,0.49230544866757964,9999,1.242691131498471,0.7686850152905199,1.7810879374985968,1.2,0
ARE,56.230675360303316,4387544776.92,0.059887935818276665,-1.8867389866054152,-36.42793226192761,1.2222865821832318,4.1160978287901555,0.0830330841040356,9999,0.613837300860342,68.73,0
AREX,6.507005654700173,80536579.57,9999,-1.2525537538635372,-1.5887541703194688,0.30582423092910227,9999,0.04191703151997048,9999,0.42480886469894413,1.99,0
ARLP,8.36563674146795,1430359755.52,9999,3.515213698887888,5.484730560221598,2.3046661713662773,9999,0.8464256541571445,0.6596516668655219,0.6965806494095611,19.28,0
ARNA,1.028821939154765,3082281242.97,9999,-0.9253885925183096,-66.88001181382128,60.156182177497215,9999,1.876813976424177,9999,4.496521846763213,61.89,1
ARQL,0.27183957167267275,9999,9999,-0.3189744741793266,-25.926839510520292,30.42235517483108,9999,3.672183908045977,9999,9999,8.27,1
ARTX,2.465805176789222,93704849.76,9999,-0.11134688536648754,-40.055004550152795,1.8087398152872167,9999,2.006575487194824,1.5723331999353394,0.8662808658074852,4.46,1
ARW,50.761256294544914,5902425870.24,9999,5.762616575170315,11.749870760401722,1.3338913364773537,9999,1.5422901198375536,1.1153877087649355,2.914053367729453,67.71,0
ARWR,1.270620265155947,1344176160.3,9999,-1.259044167609721,-12.152075672648444,12.041363119706096,9999,3.529218141434142,9999,0.9790762798792254,15.3,1
ASCMA,19.35953754843332,1050290109.0,9999,-7.534159648978379,-9.863077431611941,3.838418134425612,9999,1.3145317296774466,9999,7.885817846592219,74.31,1
ASNA,9.506632653061224,39298560000.0,9999,-0.06159420289855073,-3909.458823529412,25.329683894166266,9999,1.2232415902140672,0.5827167801124593,1.521225782214351,240.8,1
ASNB,-0.004467064958243877,3008686.9400000004,9999,0.0012972208027045087,107.92303030303032,-31.34048895833334,9999,1.015209125475285,0.526615969581749,-26.25,0.14,1
ASPN,4.889090737173297,103294683.96,9999,-0.5178671488779538,-8.535007500623804,0.9040535832958361,9999,2.768119139547711,2.058356315499173,0.43430480080301825,4.42,0
ASPU,0.13317045193784396,127376822.34,9999,-0.20890935463081373,-31.879855317008687,50.0110940759478,9999,2.171649287478987,9999,1.633434308779679,6.66,0
ASTC,6.352417955239053,15979649.4,9999,-3.355971296770887,-1.1621076746849943,0.6139394522653439,9999,12.735,12.459444444444445,9999,3.9,1
ASYS,4.435566839021013,71941176.0,9999,-0.53179541660343,-9.026027397260274,1.0821615757816923,9999,2.17854140395124,1.5684373686422868,1.408362539983777,4.8,0
ATHN,15.825501567569281,1362782085.45,9999,0.498812351543943,79.72938095238096,2.513032514653403,9999,1.7342091965639213,9999,0.9726827727775146,39.77,0
ATI,13.271714780046818,9999,9999,-5.972972972972973,-14.557239819004526,6.551527171961518,9999,2.4925920699873005,1.0293495131931707,2.44905869324474,86.95,1
ATKR,4.063569013680564,1488889391.68,9999,0.9211054016794085,25.447684876522214,5.768328265395769,9999,2.8459882239212586,2.057669586274912,4.711315239109646,23.44,1
ATNX,0.5977901919715375,755045663.8199999,9999,-2.0839846156485184,-5.407909403636778,18.852768331362313,9999,1.853135372425854,1.7018094864199294,1.9158614324035883,11.27,0
ATO,32.638150375223006,2648829911.58,0.06611447538945192,3.344292987668001,8.557862635102712,0.8768879262755848,1.8921962856461139,0.38119624376705896,9999,0.828881344499184,28.62,0
ATR,18.850053652185252,3325745815.62,0.02305016806755236,3.169847975577415,15.653747555814972,2.6323532503180775,1.143749339511948,2.3393651407575216,1.7925168752474883,1.739766589851155,49.62,0
ATRO,41.216247494131444,223161271.08,9999,1.3777652967826062,22.3695574797621,0.7477633669680456,9999,2.9467768022181144,1.5997689463955638,1.1870149267000347,30.82,0
ATU,8.70858103906787,9999,9999,-1.8212894176320849,-15.417648468252608,3.2244058904693347,9999,2.2431793379410694,1.7026687390456035,2.1198445148286784,28.08,1
